words,A MIDSUMMER NIGHT’S DREAM,ALL’S WELL THAT ENDS WELL,AS YOU LIKE IT,CYMBELINE,KING HENRY THE EIGHTH,KING JOHN,KING RICHARD THE SECOND,KING RICHARD THE THIRD,LOVE’S LABOUR’S LOST,MEASURE FOR MEASURE,MUCH ADO ABOUT NOTHING,"PERICLES, PRINCE OF TYRE",THE COMEDY OF ERRORS,THE FIRST PART OF HENRY THE SIXTH,THE FIRST PART OF KING HENRY THE FOURTH,THE HISTORY OF TROILUS AND CRESSIDA,THE LIFE OF KING HENRY THE FIFTH,THE LIFE OF TIMON OF ATHENS,THE MERCHANT OF VENICE,THE RAPE OF LUCRECE,THE SECOND PART OF KING HENRY THE FOURTH,THE SECOND PART OF KING HENRY THE SIXTH,THE TAMING OF THE SHREW,THE TEMPEST,THE THIRD PART OF KING HENRY THE SIXTH,THE TRAGEDY OF ANTONY AND CLEOPATRA,THE TRAGEDY OF CORIOLANUS,"THE TRAGEDY OF HAMLET, PRINCE OF DENMARK",THE TRAGEDY OF JULIUS CAESAR,THE TRAGEDY OF KING LEAR,THE TRAGEDY OF MACBETH,"THE TRAGEDY OF OTHELLO, MOOR OF VENICE",THE TRAGEDY OF ROMEO AND JULIET,THE TRAGEDY OF TITUS ANDRONICUS,THE TWO GENTLEMEN OF VERONA,THE WINTER’S TALE,"TWELFTH NIGHT: OR, WHAT YOU WILL",VENUS AND ADONIS
first,0.000344966365779,0.000850684598558,0.000612182430364,0.000790215075929,0.000693641618497,0.000595401667125,0.000555840602018,0.000255779006938,0.000521150004343,0.000392122690833,0.000615574022776,0.000654845859359,0.000368844900719,0.000787953073017,0.000272734356737,0.000431437405623,0.00029065542799,0.000660736975858,0.000477803839805,6.64849411608271E-05,0.000393334763642,0.000595038863476,0.000714860155482,0.000791005141533,0.000270134681434,0.000376945983641,0.00075077637102,0.000497961470231,0.000475127096498,0.000646389198118,0.000592640482733,0.000499340157649,0.000382995021065,0.000322387509787,0.000662751102681,0.000607418093466,0.000419795699426,0.000408413314274
for,0.005979417006842,0.007170055902131,0.008264462809917,0.006424792139078,0.005703275529865,0.004992213978199,0.005729433897725,0.006906033187326,0.008598975071658,0.007624607877309,0.008837884184145,0.006749949627242,0.008544906866663,0.005822097706181,0.006662510714564,0.005105342633206,0.007230053771254,0.005387547649301,0.007340804447919,0.005252310351705,0.005613959808339,0.007475175722414,0.007952819229738,0.005311034521724,0.007332227067495,0.005277243770968,0.006176841961574,0.005353085804986,0.005891575996579,0.004273350809782,0.004310112601692,0.005885080429433,0.006281118345462,0.007414912725096,0.007358822588386,0.006529744504764,0.007229814823453,0.003982029814172
forth,0.000517449548669,0.000445596694483,0.000349818531637,0.0002405002405,0.00019267822736,0.000595401667125,0.000598597571404,0.000383668510407,0.000173716668114,0.000348553502963,0.000175878292222,0.000402982067298,0.000676215651319,0.000481526877955,0.000467544611548,0.000287624937082,0.000435983141985,0.000508259212198,0.000412648770741,0.00079781929393,0.000393334763642,0.000334709360705,0.000402108837459,0.000904005876038,0.000385906687763,0.000640808172189,0.000648397774972,0.000186735551337,0.001045279612296,0.000466836643085,0.000431011260169,0.000142668616471,0.000459594025278,0.000368442868328,0.000228534862993,0.000417599939258,0.000233219833015,0.000918929957117
friend,0.000229977577186,0.000445596694483,0.000306091215182,0.000446643303786,0.000578034682081,0.000458001282404,0.000256541816316,0.000255779006938,0.000217145835143,0.000348553502963,0.00048366530361,0.000251863792061,0.000491793200959,0.000306426195062,0.000194810254812,0.000251671819947,0.000435983141985,0.001016518424396,0.000868734254192,0.000664849411608,0.000393334763642,0.000111569786902,0.000402108837459,0.000395502570767,0.000617450700421,0.000452335180369,0.00037538818551,0.000373471102673,0.001045279612296,0.000682299709125,0.000269382037606,0.000606341620002,0.000574492531597,0.000322387509787,0.000845578993075,0.000493527200941,0.000373151732823,0.000204206657137
friends,0.000517449548669,0.000526614275298,0.000393545848091,0.000377928949358,0.000539499036609,0.000503801410644,0.000726868479562,0.001055088403619,0.000217145835143,0.000217845939352,0.000307787011388,0.000352609308886,6.14741501198746E-05,0.000569077219401,0.000545468713473,0.000143812468541,0.000472315070484,0.001829733163914,0.000369212058031,0.000265939764643,0.000500607880998,0.000260329502771,0.000402108837459,0.000169501101757,0.001003357388184,0.000980059557465,0.001160290755213,0.00056020665401,0.000997766902646,0.000287284088053,0.000538764075211,0.000214002924707,0.000153198008426,0.000921107170819,0.000365655780789,0.000151854523367,0.000373151732823,0.000306309985706
from,0.002702236531938,0.002511545005266,0.001705365341729,0.002989074417646,0.003198458574181,0.003068608592104,0.003377800581495,0.002845541452185,0.001520020846,0.002265597769258,0.001275117618608,0.002720128954262,0.004118768058032,0.003195587462791,0.002649419465441,0.002480765082333,0.002506903066415,0.002592121982211,0.001802623577448,0.004454491057775,0.002574554816563,0.003347093607051,0.001474399070682,0.001864512119329,0.003010072164551,0.002638621885484,0.002013445722281,0.002645420310603,0.002185584643892,0.002980572413545,0.002532191153494,0.002318365017655,0.003063960168518,0.002671210795376,0.002513883492927,0.002657454158916,0.001585894864499,0.003063099857055
full,0.000344966365779,0.00032407032326,0.000612182430364,0.000274857417715,0.000770712909441,0.000366401025923,0.000555840602018,0.00035169613454,0.000434291670286,0.000348553502963,0.000527634876665,0.000402982067298,0.000245896600479,0.000306426195062,0.000623392815398,0.000647156108435,0.00087196628397,0.000355781448539,0.000260620276257,0.000265939764643,0.000500607880998,0.000557848934509,0.000312751318023,0.000452002938019,0.000424497356539,0.000490029778733,0.000341261986827,0.000311225918895,0.000475127096498,0.000395015621072,0.000538764075211,0.000499340157649,0.000344695518958,0.000368442868328,0.00034280229449,0.000265745415892,0.000419795699426,0.001123136614254
gentle,0.000862415914448,0.000121526371223,0.000655909746819,0.0002405002405,0.000385356454721,0.000641201795365,0.000555840602018,0.000863254148416,0.000434291670286,0.000261415127222,8.79391461108913E-05,0.000352609308886,0.000430319050839,0.000306426195062,0.000233772305774,0.000323578054217,0.000363319284988,0.000203303684879,0.000347493701677,0.000465394588126,0.000357577057856,0.000334709360705,0.000446787597176,0.00022600146901,0.000694632037973,0.000339251385276,0.000170630993414,0.000155612959447,0.000427614386848,0.00010773153302,0.000269382037606,0.000356671541178,0.000459594025278,0.000690830378114,0.000571337157483,0.000189818154208,0.000233219833015,0.000816826628548
get,0.000344966365779,0.00016203516163,0.000218636582273,0.000206143063286,0.000154142581888,0.000503801410644,0.000171027877544,0.000159861879336,0.000173716668114,4.35691878703381E-05,0.000527634876665,0.000352609308886,0.000799163951558,0.000306426195062,7.79241019247253E-05,0.000215718702812,0.000145327713995,0.000152477763659,0.000347493701677,0.000265939764643,0.000357577057856,0.000371899289672,0.000804217674917,0.000169501101757,0.000192953343881,0.000113083795092,0.000273009589462,0.000124490367558,0.000380101677199,0.000251373577046,0.000323258445127,0.000285337232942,0.000306396016852,0.000230276792705,0.00034280229449,0.000151854523367,0.000186575866412,0.000306309985706
give,0.000977404703041,0.001377298873856,0.001268092177183,0.000790215075929,0.001040462427746,0.00128240359073,0.00085513938772,0.001023116027752,0.0012160166768,0.00130707563611,0.001099239326386,0.001813419302841,0.000799163951558,0.001269479950972,0.001051975375984,0.001474077802545,0.001344281354454,0.001372299872935,0.001346538093997,0.000930789176252,0.001036973467782,0.000929748224181,0.001027611473506,0.00141250918131,0.001119129394512,0.001243921746014,0.001228543152578,0.001182658491799,0.001045279612296,0.000790031242145,0.000592640482733,0.001070014623533,0.001263883569514,0.001105328604983,0.001051260369769,0.000987054401883,0.001306031064882,0.000306309985706
go,0.001782326223193,0.000891193388965,0.001880274607547,0.000755857898715,0.000616570327553,0.00123660346249,0.000983410295878,0.001374812162292,0.000738295839486,0.001045660508888,0.001978630787495,0.000906709651421,0.001844224503596,0.000569077219401,0.000974051274059,0.00212123391098,0.000980962069467,0.000660736975858,0.002389019199027,0.000199454823482,0.00121576199671,0.001673546803526,0.002189259226164,0.000734504774281,0.000810404044302,0.001168532549286,0.001774562331502,0.001618374778252,0.001567919418444,0.001472330951269,0.001077528150423,0.001640689089418,0.001800076599004,0.00142771611477,0.000777018534177,0.001100945294408,0.001399318998088,0.000408413314274
goes,0.000229977577186,0.000202543952038,0.000174909265818,6.87143544286401E-05,0.000231213872832,0.000183200512961,0.000171027877544,6.39447517345014E-05,0.000173716668114,0.000174276751481,0.000307787011388,0.000151118275237,6.14741501198746E-05,0.000175100682893,0.000116886152887,0.000359531171353,0.000181659642494,0.000304955527319,0.000152028494484,0.000332424705804,0.000107273117357,0.000148759715869,0.000178715038871,0.000113000734505,0.000115772006329,0.00018847299182,0.000170630993414,0.000373471102673,0.000285076257899,0.000359105110066,0.000269382037606,0.000142668616471,0.000114898506319,0.000138166075623,0.000182827890395,0.000265745415892,0.000186575866412,0.000306309985706
gold,0.000114988788593,0.000202543952038,0.000218636582273,0.000412286126572,0.000269749518304,0.000183200512961,8.55139387720199E-05,0.000127889503469,4.34291670285764E-05,4.35691878703381E-05,8.79391461108913E-05,0.000503727584123,0.001168008852278,8.75503414463316E-05,0.000155848203849,7.19062342705113E-05,0.000217991570993,0.001880559085133,0.000434367127096,0.000132969882322,0.000286061646285,0.000334709360705,0.000268072558306,5.65003672523871E-05,7.71813375525798E-05,0.000414640582005,6.82523973654575E-05,3.11225918894526E-05,0.000285076257899,7.18210220131433E-05,5.38764075211465E-05,0.000107001462353,0.000191497510532,0.00046055358541,6.85604588980049E-05,0.00022778178505,9.32879332058398E-05,0.000306309985706
gone,0.000919910308745,0.000729158227335,0.000218636582273,0.000584072012643,0.000308285163776,0.000412201154163,0.000513083632632,0.000415640886274,0.000347433336229,0.000522830254444,0.000219847865277,0.000503727584123,0.000799163951558,0.000306426195062,0.000233772305774,0.000467390522758,0.000108995785496,0.000762388818297,0.000521240552515,0.000265939764643,0.000536365586784,0.000483469076574,0.000402108837459,0.000395502570767,0.000385906687763,0.000791586565645,0.000648397774972,0.000435716286452,0.000475127096498,0.000574568176105,0.000431011260169,0.000499340157649,0.001263883569514,0.000414498226869,0.000525630184885,0.000721308985991,0.000233219833015,0.001021033285685
good,0.002127292588973,0.003038159280564,0.00428527701255,0.002301930873359,0.003815028901734,0.001511404231932,0.001966820591756,0.003165265210858,0.002171458351429,0.003790519344719,0.003429626698325,0.002417892403788,0.000860638101678,0.00096305375591,0.002727343567365,0.001617890271087,0.002797558494405,0.002490470139771,0.003518373729476,0.00079781929393,0.004827290281056,0.002119825951132,0.003216870699669,0.002034013221086,0.001119129394512,0.002450148893664,0.002764222093301,0.002583175126825,0.002233097353542,0.002370093726434,0.00237056193093,0.002389699325891,0.002489467636921,0.001611937548934,0.002445323034029,0.003188944990699,0.002612062129764,0.000918929957117
grace,0.000517449548669,0.000567123065705,0.000218636582273,0.000206143063286,0.000231213872832,0.000137400384721,0.00042756969386,0.00035169613454,0.000825154173543,0.000435691878703,0.000263817438333,0.000503727584123,0.000430319050839,0.000350201365785,0.000428582560586,0.000143812468541,0.000326987356489,0.000254129606099,0.000130310138129,0.000199454823482,0.000393334763642,0.000185949644836,0.000134036279153,0.000395502570767,0.000192953343881,0.000263862188548,0.000136504794731,0.000373471102673,0.000190050838599,0.000718210220131,0.00048488766769,0.000428005849413,0.000191497510532,0.00046055358541,0.000365655780789,0.000265745415892,9.32879332058398E-05,0.000102103328569
great,0.000459955154372,0.001701369197116,0.000524727797455,0.000858929430358,0.001734104046243,0.000961802693048,0.000812382418334,0.000575502765611,0.000781725006514,0.000784245381666,0.000659543595832,0.000856336893008,0.000491793200959,0.001138154438802,0.000857165121172,0.00204932767671,0.001416945211452,0.001219822109276,0.000564677265225,0.000465394588126,0.00089394264464,0.000892558295214,0.000670181395764,0.000621504039776,0.000617450700421,0.001620867729654,0.001023785960482,0.000809187389126,0.001235330450896,0.000969583797177,0.001346910188029,0.000820344544709,0.000344695518958,0.000598719661033,0.000845578993075,0.000987054401883,0.001166099165073,0.000102103328569
had,0.001034899097338,0.001984930729968,0.001792819974638,0.002508073936645,0.001772639691715,0.001190803334249,0.001410979989738,0.001406784538159,0.000781725006514,0.001786336702684,0.002022600360551,0.00156155551078,0.002151595254196,0.001138154438802,0.001168861528871,0.000898827928381,0.000508646998983,0.001118170266836,0.001824341933802,0.001462668705538,0.001716369877709,0.00133883744282,0.0007595389152,0.001356008814057,0.000887585381855,0.001658562328018,0.002320581510426,0.00115153589991,0.001092792321946,0.001220957374223,0.001562415818113,0.001890359168242,0.00065109153581,0.001197439322065,0.001348355691661,0.001974108803766,0.001445962964691,0.001531549928528
hand,0.000517449548669,0.000931702179373,0.000699637063273,0.000927643784787,0.000693641618497,0.0026106073097,0.001453736959124,0.000863254148416,0.000781725006514,0.000522830254444,0.000923361034164,0.000251863792061,0.000799163951558,0.000744177902294,0.00081820307021,0.000970734162652,0.001017293997965,0.000406607369759,0.000868734254192,0.00159563858786,0.001001215761997,0.000892558295214,0.000714860155482,0.000621504039776,0.001273492069618,0.001055448754194,0.000477766781558,0.000622451837789,0.001377868579845,0.000933673286171,0.001239157372986,0.000891678852944,0.000957487552662,0.002302767927048,0.000662751102681,0.001062981663566,0.001352675031485,0.001225239942822
hands,0.000402460760076,0.000121526371223,0.000481000481,0.000206143063286,0.000308285163776,0.000366401025923,0.000812382418334,0.00035169613454,0.000260575002171,4.35691878703381E-05,0.000263817438333,0.000352609308886,0.000307370750599,0.000350201365785,0.000194810254812,0.000143812468541,0.00029065542799,0.000254129606099,0.000173746850838,0.000132969882322,0.000143030823142,0.000520659005541,0.000491466356894,0.00022600146901,0.000848994713078,0.000414640582005,0.000307135788145,0.000373471102673,0.000712690644747,0.000215463066039,0.000700393297775,0.000214002924707,0.000497893527384,0.001289550039147,0.000297095321891,0.000417599939258,0.000186575866412,0.000204206657137
hard,0.000114988788593,0.000121526371223,0.000481000481,0.000446643303786,0.00019267822736,9.16002564807182E-05,0.000299298785702,6.39447517345014E-05,0.0003040041692,4.35691878703381E-05,0.000175878292222,5.03727584122507E-05,0.000245896600479,8.75503414463316E-05,0.000194810254812,0.000107859351406,0.000217991570993,0.00010165184244,0.000260620276257,0.000199454823482,0.000143030823142,0.000185949644836,0.000134036279153,0.00022600146901,0.000192953343881,7.53891967281089E-05,0.000102378596048,0.000155612959447,0.000380101677199,0.000323194599059,0.000161629222563,0.000178335770589,0.000153198008426,9.21107170819325E-05,0.00034280229449,0.000113890892525,0.000233219833015,0.001123136614254
hast,0.000804921520152,0.00032407032326,0.000393545848091,0.000446643303786,0.000231213872832,0.000732802051846,0.000726868479562,0.000479585638009,0.000347433336229,0.000392122690833,0.000307787011388,0.000503727584123,0.000676215651319,0.000437751707232,0.001402633834645,0.000287624937082,0.000217991570993,0.000457433290978,0.000217183563548,0.000199454823482,0.000393334763642,0.000892558295214,0.000670181395764,0.000791005141533,0.000771813375526,0.000753891967281,0.000546019178924,0.000466838878342,0.000617665225448,0.000754120731138,0.000323258445127,0.00064200877412,0.000919188050555,0.001519826831852,0.000708458075279,0.00068334535515,0.000513083632632,0.000510516642843
hath,0.002012303800379,0.001863404358746,0.00209891118982,0.002095787810074,0.000616570327553,0.002748007694422,0.002308876346845,0.001726508296832,0.001433162511943,0.002701289647961,0.002858022248604,0.001611928269192,0.001659802053237,0.00179478199965,0.001792254344269,0.001977421442439,0.001889260281936,0.000965692503177,0.002150117279124,0.002260487999468,0.002002431523993,0.001822306519395,0.001340362791529,0.001299508446805,0.001968124107591,0.001357005541106,0.001365047947309,0.001742865145809,0.001377868579845,0.001867346572342,0.002101179893325,0.001961693476478,0.00206817311375,0.002440934002671,0.00137120917796,0.0013666907103,0.001352675031485,0.002552583214213
have,0.005289484275283,0.007737178967836,0.007127552582098,0.006699649556792,0.006204238921002,0.003893010900431,0.005045322387549,0.005659110528503,0.004950925041258,0.007101777622865,0.007035131688871,0.006548458593593,0.00473350955923,0.005034144633164,0.00576638354243,0.005033436398936,0.004650486847842,0.006505717916137,0.007514551298758,0.002326972940629,0.006293356218265,0.005838818847856,0.006880528996515,0.005424035256229,0.004244973565392,0.007463530476083,0.008702180664096,0.00513522766176,0.006129139544828,0.006966639135275,0.006249663272453,0.006848093590612,0.004442742244351,0.005572698383457,0.0068788993761,0.008351998785164,0.006157003591585,0.002246273228507
he,0.004427068360835,0.007048529530908,0.008045826227644,0.004913076341648,0.005741811175337,0.004076211413392,0.005002565418163,0.004827828755955,0.004212629201772,0.007014639247124,0.008046431869147,0.004634293773927,0.007807217065224,0.003895990194362,0.006194966103016,0.006255842381534,0.004759482633338,0.005031766200762,0.0072539310225,0.007778738115817,0.004970321104198,0.005429729629216,0.005048699848092,0.003446522402396,0.004746652259484,0.005691884352972,0.008872811657509,0.005228595437428,0.006841830189576,0.004883829496894,0.004310112601692,0.006063416200021,0.003868249712754,0.003362041173491,0.004502136800969,0.004897308378573,0.005457344092542,0.010822952828262
head,0.000747427125855,0.000243052742445,0.000437273164546,0.000584072012643,0.000539499036609,0.000778602180086,0.000983410295878,0.000639447517345,0.000521150004343,0.001002091321018,0.000351756584444,0.000352609308886,0.000307370750599,0.000350201365785,0.001013013325021,0.000503343639894,0.000472315070484,0.000304955527319,0.000738424116063,0.000598364470447,0.00089394264464,0.001450407229722,0.000536145116612,0.000508503305271,0.001234901400841,0.000301556786912,0.000341261986827,0.000809187389126,0.000237563548249,0.000790031242145,0.00048488766769,0.000356671541178,0.000612792033704,0.000322387509787,0.000365655780789,0.000303709046733,0.000233219833015,0.000816826628548
hear,0.001149887885931,0.000891193388965,0.000655909746819,0.000618429189858,0.000963391136802,0.000916002564807,0.000555840602018,0.000767337020814,0.0009120125076,0.001089229696758,0.001670843776107,0.000957082409833,0.000860638101678,0.000306426195062,0.001402633834645,0.000611202991299,0.000544978927481,0.000762388818297,0.000955607679611,0.000664849411608,0.000750911821498,0.000483469076574,0.001072290233223,0.000904005876038,0.001234901400841,0.00120622714765,0.001535678940723,0.000995922940462,0.001472893999145,0.000754120731138,0.000808146112817,0.000927346007062,0.000765990042129,0.000644775019574,0.00034280229449,0.000873163509358,0.000606371565838,0.000510516642843
heard,0.000574943942966,0.000283561532853,0.000437273164546,0.000412286126572,0.000385356454721,0.000458001282404,0.000256541816316,0.000127889503469,0.000347433336229,0.000566399442314,0.00048366530361,0.000352609308886,0.00018442245036,0.000175100682893,0.000428582560586,0.000107859351406,0.000326987356489,0.000203303684879,0.000412648770741,0.000132969882322,0.000393334763642,0.000297519431738,0.000580823876329,0.000565003672524,0.000578860031644,0.000603113573825,0.000614271576289,0.000435716286452,0.000380101677199,0.000430926132079,0.000431011260169,0.000499340157649,7.65990042129452E-05,0.000506608943951,0.000479923212286,0.000493527200941,0.000466439666029,0.000204206657137
heart,0.001207382280228,0.000607631856113,0.001443001443001,0.000962000962001,0.000809248554913,0.000778602180086,0.00171027877544,0.001119033155354,0.001520020846,0.000653537818055,0.001407026337774,0.000503727584123,0.000553267351079,0.001094379268079,0.000623392815398,0.00136621845114,0.00087196628397,0.001168996188056,0.000912170966901,0.001462668705538,0.00089394264464,0.001487597158689,0.000580823876329,0.000621504039776,0.001466445413499,0.00139470013947,0.000989659761799,0.000933677756684,0.001282843160545,0.001723704528315,0.001185280965465,0.00096301316118,0.000995787054768,0.001750103624557,0.000822725506776,0.000987054401883,0.00111945519847,0.002960996528487
heaven,0.000344966365779,0.000850684598558,0.000393545848091,0.000343571772143,0.001194605009634,0.002106805899057,0.001197195142808,0.000735364644947,0.000564579171371,0.001089229696758,8.79391461108913E-05,0.000906709651421,0.000245896600479,0.000262651024339,0.000155848203849,0.000323578054217,0.000326987356489,0.000254129606099,0.000651550690644,0.000531879529287,0.000500607880998,0.000595038863476,4.46787597176302E-05,0.000169501101757,0.000578860031644,0.000263862188548,0.000170630993414,0.001213781083689,0.000142538128949,0.000251373577046,0.000700393297775,0.001783357705889,0.001034086556875,0.000736885736655,0.000571337157483,0.000303709046733,0.000233219833015,0.000408413314274
hence,0.000402460760076,0.000121526371223,0.000174909265818,0.000515357658215,0.000115606936416,0.000320600897683,0.000299298785702,0.000223806631071,8.68583340571528E-05,0.000348553502963,0.000131908719166,0.000100745516825,0.000676215651319,0.000569077219401,0.000194810254812,0.000143812468541,0.000254323499491,0.000152477763659,0.000152028494484,0.000132969882322,0.000429092469427,0.000446279147607,0.000491466356894,0.00022600146901,0.000964766719407,0.000527724377097,0.000307135788145,0.000124490367558,0.000427614386848,0.000395015621072,0.000538764075211,0.000214002924707,0.000842589046342,0.000368442868328,0.000502776698585,0.000569454462625,9.32879332058398E-05,0.000102103328569
her,0.005576956246766,0.006845985578871,0.004547640911277,0.006562220847935,0.004393063583815,0.002244206283778,0.000940653326492,0.003772740352336,0.003821766698515,0.004792610665737,0.009761245218309,0.007304049969776,0.004426138808631,0.003151812292068,0.000896127172134,0.004062702236284,0.001525940996948,0.000914866581957,0.00516896881244,0.012166744232431,0.001287277408281,0.002231395738034,0.008042176749173,0.002768517995367,0.002161077451472,0.00437257341023,0.000784902569703,0.002583175126825,0.000522639806148,0.004452903364815,0.002155056300846,0.007490102364732,0.005476828801226,0.006954359139686,0.009392782869027,0.005428799210356,0.004384532860674,0.013681846028181
here,0.002932214109124,0.001377298873856,0.00209891118982,0.001855287569573,0.001387283236994,0.001557204360172,0.002351633316231,0.001470729289894,0.001606879180057,0.002352736144998,0.001407026337774,0.001914164819666,0.002766336755394,0.001969882682542,0.001558482038495,0.001941468325304,0.001053625926464,0.001168996188056,0.002323864129963,0.000731334352769,0.002431523993421,0.001413217300755,0.002323295505317,0.002429515791853,0.001736580094933,0.001281616344378,0.001672183735454,0.001276026267468,0.001948021095643,0.001903257083348,0.001670168633156,0.00192602632236,0.002451168134814,0.002671210795376,0.001645451013552,0.0013666907103,0.001445962964691,0.000612619971411
high,0.000229977577186,0.000445596694483,0.000131181949364,6.87143544286401E-05,0.000462427745665,0.000274800769442,0.000769625448948,0.000447613262142,0.000217145835143,8.71383757406762E-05,0.000175878292222,0.000402982067298,6.14741501198746E-05,0.000306426195062,0.000311696407699,0.000251671819947,0.000326987356489,0.000304955527319,0.000173746850838,0.000598364470447,0.000286061646285,0.000297519431738,8.93575194352605E-05,0.000395502570767,0.000192953343881,0.000490029778733,0.000102378596048,6.22451837789051E-05,0.000332588967549,0.000359105110066,0.000215505630085,0.00032100438706,0.000306396016852,0.000230276792705,0.000205681376694,0.00022778178505,9.32879332058398E-05,0.00071472329998
him,0.002932214109124,0.007210564692538,0.006734006734007,0.00604686318972,0.007630057803468,0.004122011541632,0.004874294510005,0.005211497266362,0.002345175019543,0.00897525270129,0.005803983643319,0.00402982067298,0.006516259912707,0.003545788828576,0.005415725083768,0.006507514201481,0.004941142275832,0.007166454891995,0.005820519503084,0.005052855528223,0.005792748337267,0.00565286920302,0.00509337860781,0.004124526809424,0.005518465635009,0.007086584492442,0.008941064054875,0.006100028010333,0.007887109801872,0.007182102201314,0.004848876676903,0.00656275635767,0.003753351206434,0.005020034080965,0.005347715794044,0.004745453855207,0.009188861420775,0.006024096385542
himself,0.000344966365779,0.000688649436928,0.000393545848091,0.000412286126572,0.000500963391137,0.000458001282404,0.000684111510176,0.000319723758673,0.000173716668114,0.000740676193796,0.000659543595832,0.00045335482571,0.000491793200959,0.000218875853616,0.000545468713473,0.000898827928381,0.000690306641477,0.000660736975858,0.000564677265225,0.000930789176252,0.000393334763642,0.000632228792443,0.000178715038871,0.000282501836262,0.000540269362868,0.000527724377097,0.000614271576289,0.000622451837789,0.000665177935098,0.000287284088053,0.000377134852648,0.00032100438706,0.000382995021065,0.000230276792705,0.000182827890395,0.000873163509358,0.000373151732823,0.00071472329998
his,0.004772034726614,0.008506845985579,0.006821461366916,0.006149934721363,0.009132947976879,0.006778418979573,0.008936206601676,0.007193784570131,0.006644662555372,0.00644823980481,0.005364287912764,0.005994358251058,0.006147415011987,0.008361057608125,0.006233928153978,0.007765873301215,0.009518965266676,0.009453621346887,0.00625488663018,0.014626687055382,0.007187298862905,0.008962772881104,0.004021088374587,0.005141533419967,0.010342299232046,0.00697350069735,0.008087909087807,0.008652080545268,0.007221931866774,0.006894818113262,0.007273315015355,0.00592074758355,0.004864036767522,0.007184635932391,0.005576250657038,0.00618807182719,0.004757684593498,0.016642842556667
hold,0.000344966365779,0.00032407032326,0.000174909265818,0.000343571772143,0.000346820809249,0.000824402308326,0.000171027877544,0.000319723758673,0.000564579171371,0.000304984315092,0.000439695730554,0.000251863792061,0.000430319050839,0.000262651024339,0.000428582560586,0.000503343639894,0.000399651213486,0.000508259212198,0.000456085483451,0.000332424705804,0.000464850175213,0.000297519431738,0.000491466356894,0.00022600146901,0.000424497356539,0.000301556786912,0.000307135788145,0.000684697021568,0.000522639806148,0.000610478687112,0.000377134852648,0.000606341620002,0.000191497510532,0.000322387509787,0.000639897616381,0.000417599939258,0.000746303465647,0.000204206657137
hope,0.00017248318289,0.00081017580815,0.000393545848091,0.000515357658215,0.000462427745665,0.000229000641202,0.000684111510176,0.000543530389743,0.000434291670286,0.000609968630185,0.000219847865277,0.000352609308886,0.000491793200959,0.000350201365785,0.000272734356737,0.000143812468541,0.00029065542799,0.000355781448539,0.000521240552515,0.000332424705804,0.000393334763642,0.000595038863476,0.000402108837459,0.000565003672524,0.000964766719407,0.000301556786912,0.000341261986827,0.000248980735116,0.000142538128949,0.000143642044026,0.00048488766769,0.000285337232942,0.000153198008426,0.000414498226869,0.000365655780789,0.00022778178505,0.000466439666029,0.000408413314274
hour,0.000287471971483,0.000364579113668,0.000655909746819,0.000343571772143,0.000539499036609,0.000412201154163,0.00021378484693,0.00035169613454,0.0003040041692,0.000304984315092,0.000395726157499,0.000100745516825,0.000799163951558,0.000218875853616,0.000467544611548,0.000287624937082,0.000326987356489,0.000152477763659,0.000369212058031,0.000398909646965,0.000250303940499,0.000148759715869,4.46787597176302E-05,0.000508503305271,0.000231544012658,0.000263862188548,0.000341261986827,0.000248980735116,0.000380101677199,0.000179552555033,0.000538764075211,0.000285337232942,0.00065109153581,0.000230276792705,0.000137120917796,0.000303709046733,0.000373151732823,0.000408413314274
how,0.000862415914448,0.00081017580815,0.001836547291093,0.000962000962001,0.000886319845857,0.000824402308326,0.000983410295878,0.000895226524283,0.001085729175714,0.001045660508888,0.00193466121444,0.001158573443482,0.001229483002398,0.00096305375591,0.001441595885607,0.001294312216869,0.000690306641477,0.000813214739517,0.001129354530449,0.001063759058573,0.001001215761997,0.001115697869017,0.002010544187293,0.001582010283067,0.001736580094933,0.000980059557465,0.000955533563116,0.000871432572905,0.000665177935098,0.000825941753151,0.000754269705296,0.000891678852944,0.001034086556875,0.001381660756229,0.001188381287565,0.001442617971983,0.00111945519847,0.001225239942822
if,0.002012303800379,0.002390018634044,0.003498185316367,0.001786573215145,0.001387283236994,0.002015205642576,0.00149649392851,0.001534674041628,0.002041170850343,0.00257058208435,0.003209778833048,0.002518637920613,0.001598327903117,0.002144983365435,0.003194888178914,0.001653843388222,0.002470571137916,0.001423125794155,0.002714794544349,0.00159563858786,0.001752127583494,0.002194205809067,0.003216870699669,0.001751511384824,0.002508393470459,0.001319310942742,0.002320581510426,0.001867355513367,0.001520406708795,0.001472330951269,0.000700393297775,0.002282697863537,0.002144772117962,0.00239487864413,0.002559590465526,0.002277817850499,0.002332198330146,0.001735756585665
